x, y
87, 119
87, 119
87, 118
87, 118
85, 117
83, 118
81, 118
80, 118
78, 118
76, 119
74, 121
72, 123
69, 126
67, 127
65, 129
64, 130
63, 130
62, 129
60, 127
60, 127
58, 129
55, 132
54, 133
53, 133
54, 132
56, 130
57, 129
58, 128
58, 128
58, 128
59, 127
58, 127
59, 127
58, 128
58, 130
58, 131
58, 131
57, 128
57, 126
58, 125
59, 125
60, 124
60, 124
60, 124
60, 124
60, 124
59, 122
59, 121
59, 120
59, 119
59, 117
59, 116
58, 116
58, 117
59, 117
59, 116
60, 116
60, 115
59, 114
59, 114
59, 114
59, 113
60, 114
61, 114
60, 113
60, 112
60, 111
60, 110
60, 110
60, 110
60, 110
60, 110
61, 110
60, 110
61, 110
61, 112
61, 113
61, 113
61, 113
60, 113
60, 114
60, 113
60, 113
60, 113
60, 114
60, 114
60, 114
59, 114
59, 113
59, 113
59, 113
59, 113
59, 113
59, 112
59, 113
59, 113
59, 113
59, 113
59, 113
59, 113
59, 113
59, 113
58, 113
59, 113
59, 113
59, 113
59, 112
58, 112
58, 112
58, 111
59, 110
59, 109
59, 109
59, 109
59, 110
60, 109
60, 109
60, 109
60, 108
60, 108
60, 108
60, 107
61, 107
61, 107
61, 106
60, 106
61, 107
61, 107
61, 107
60, 107
60, 107
60, 107
61, 108
61, 108
61, 109
61, 108
61, 108
61, 108
62, 108
61, 108
61, 109
61, 108
61, 107
61, 106
61, 106
61, 106
62, 105
62, 104
62, 103
61, 103
61, 103
61, 101
60, 99
60, 98
60, 97
59, 97
59, 97
58, 97
58, 97
59, 97
58, 97
58, 98
58, 98
58, 97
57, 97
57, 97
56, 98
56, 98
56, 97
56, 97
56, 98
56, 98
56, 97
55, 98
55, 98
55, 98
55, 98
55, 98
55, 98
55, 98
55, 99
56, 100
57, 101
57, 102
57, 103
56, 103
55, 103
54, 102
53, 101
51, 100
49, 99
48, 98
47, 95
46, 91
46, 89
45, 87
45, 86
45, 86
45, 86
46, 87
47, 88
49, 90
49, 90
49, 91
49, 92
49, 92
50, 91
51, 91
53, 92
52, 91
54, 91
53, 90
56, 90
55, 89
57, 88
59, 89
60, 90
60, 92
63, 93
65, 94
66, 94
67, 94
67, 94
68, 95
69, 96
68, 95
68, 94
69, 94
69, 94
70, 96
70, 96
69, 96
70, 97
70, 98
69, 97
70, 98
70, 98
70, 97
70, 97
69, 97
69, 97
69, 96
70, 96
69, 94
69, 94
69, 96
69, 96
69, 96
69, 96
69, 95
69, 95
69, 96
69, 96
69, 97
69, 96
69, 96
69, 94
69, 95
70, 95
70, 95
69, 94
69, 94
70, 95
70, 95
70, 95
70, 95
70, 95
70, 96
71, 97
71, 97
71, 96
71, 96
71, 94
71, 93
72, 95
72, 94
72, 93
72, 93
72, 92
72, 93
72, 94
72, 95
72, 93
73, 94
74, 93
75, 94
75, 94
73, 97
73, 97
73, 98
73, 98
72, 98
72, 98
70, 98
70, 98
70, 96
70, 97
71, 97
70, 97
68, 98
66, 99
66, 99
65, 96
65, 95
64, 92
65, 91
66, 89
63, 88
62, 88
62, 88
63, 87
63, 85
64, 86
65, 84
65, 84
65, 84
65, 84
65, 84
67, 83
65, 84
64, 88
62, 85
62, 84
61, 83
62, 86
62, 86
62, 86
61, 83
61, 83
61, 82
61, 82
61, 81
62, 81
63, 80
64, 79
64, 78
64, 78
65, 76
65, 74
65, 73
65, 72
64, 69
64, 68
64, 68
64, 68
64, 67
64, 67
64, 67
64, 67
64, 66
64, 66
64, 67
63, 67
64, 67
64, 67
64, 66
63, 66
63, 66
62, 67
62, 69
62, 73
61, 78
56, 86
54, 88
54, 90
55, 90
57, 90
58, 92
59, 93
59, 94
59, 96
60, 97
60, 100
60, 101
60, 101
60, 101
60, 102
60, 102
59, 102
58, 102
58, 102
57, 102
57, 102
57, 102
58, 103
58, 104
59, 105
60, 106
61, 107
62, 108
58, 108
56, 108
55, 109
54, 108
54, 107
54, 106
55, 106
55, 105
55, 104
55, 104
55, 102
55, 102
55, 101
54, 100
54, 99
54, 99
53, 98
53, 98
52, 97
52, 96
51, 95
51, 94
51, 94
51, 93
50, 92
49, 90
48, 88
47, 86
46, 86
46, 85
46, 85
47, 87
50, 90
52, 92
54, 94
56, 96
57, 96
58, 96
58, 97
58, 98
59, 100
59, 101
59, 102
60, 103
60, 103
59, 102
59, 101
59, 102
59, 102
60, 102
61, 103
62, 103
62, 104
62, 105
63, 107
65, 108
67, 108
68, 109
70, 109
73, 107
72, 104
71, 102
70, 103
69, 102
67, 102
66, 102
66, 102
66, 102
66, 102
65, 103
65, 103
65, 103
64, 103
63, 103
63, 102
63, 102
63, 102
63, 102
64, 101
64, 101
65, 101
65, 100
67, 98
67, 96
69, 94
71, 90
74, 87
79, 85
81, 84
81, 83
79, 83
77, 83
76, 83
76, 83
77, 82
78, 81
78, 80
79, 80
78, 80
79, 81
79, 81
80, 81
80, 81
81, 80
82, 80
83, 80
83, 80
83, 80
83, 80
83, 80
82, 81
82, 81
83, 80
83, 79
83, 79
83, 79
83, 79
82, 80
83, 79
83, 79
84, 79
84, 79
83, 79
83, 79
83, 79
83, 79
82, 79
82, 78
82, 78
82, 77
81, 78
81, 78
80, 78
80, 79
79, 79
78, 80
78, 80
78, 79
78, 78
78, 79
78, 79
77, 79
77, 78
76, 79
76, 80
75, 81
76, 81
76, 81
77, 81
77, 81
78, 81
80, 80
81, 79
80, 80
79, 81
80, 81
80, 80
82, 80
84, 80
84, 80
84, 80
84, 81
85, 80
85, 80
86, 80
86, 80
86, 80
86, 80
85, 81
82, 81
80, 82
78, 82
75, 83
71, 83
68, 86
67, 89
68, 91
69, 94
70, 97
71, 101
73, 105
76, 109
79, 114
81, 117
84, 121
88, 123
94, 126
103, 135
111, 146
118, 154
124, 164
132, 176
140, 186
149, 194
157, 202
162, 209
165, 215
168, 218
172, 222
178, 226
184, 230
190, 233
197, 236
201, 238
205, 241
209, 243
214, 246
220, 247
227, 249
233, 250
241, 251
251, 250
260, 250
268, 250
276, 249
285, 248
295, 246
305, 246
316, 244
329, 241
344, 239
358, 239
370, 239
378, 240
385, 241
389, 240
390, 239
391, 238
392, 238
394, 238
395, 237
396, 237
396, 237
395, 237
395, 238
398, 239
402, 240
407, 240
412, 241
414, 243
418, 246
421, 249
428, 251
438, 252
446, 254
456, 256
466, 259
478, 262
485, 265
494, 272
500, 277
507, 282
514, 288
518, 293
524, 299
530, 304
533, 309
536, 314
538, 320
539, 326
538, 329
539, 334
540, 337
541, 340
540, 347
540, 348
539, 349
538, 349
538, 348
538, 348
538, 348
537, 348
537, 348
537, 348
537, 348
537, 347
537, 347
540, 340
540, 340
540, 339
540, 339
540, 339
540, 338
540, 338
540, 338
540, 337
540, 336
540, 335
541, 333
541, 332
541, 332
541, 333
541, 333
541, 334
540, 335
540, 335
539, 336
539, 337
539, 337
536, 344
536, 344
536, 345
535, 345
535, 345
534, 346
533, 346
533, 347
532, 348
532, 349
531, 351
530, 352
530, 353
529, 353
528, 354
529, 354
531, 354
532, 355
532, 356
532, 359
531, 360
530, 363
530, 364
530, 365
529, 367
529, 369
529, 370
529, 370
529, 370
530, 370
529, 369
529, 370
529, 370
529, 370
529, 370
529, 370
529, 371
529, 370
529, 370
530, 370
530, 369
531, 369
531, 368
531, 367
532, 364
533, 361
534, 357
535, 354
536, 352
542, 345
544, 344
545, 343
545, 343
545, 344
545, 346
541, 352
540, 354
540, 355
539, 356
539, 355
539, 354
538, 353
538, 352
537, 352
537, 351
537, 352
537, 352
537, 353
537, 354
536, 354
537, 355
537, 355
537, 355
537, 354
537, 354
537, 354
537, 354
537, 353
537, 352
538, 351
542, 344
543, 344
543, 345
540, 352
540, 355
539, 357
538, 359
537, 361
536, 363
535, 366
535, 368
535, 370
535, 371
535, 372
535, 372
534, 372
535, 373
537, 373
537, 372
537, 372
537, 371
537, 371
537, 372
538, 371
538, 371
538, 371
538, 371
538, 370
538, 368
539, 366
540, 364
540, 362
541, 359
542, 356
545, 348
543, 345
545, 341
546, 337
547, 334
546, 331
545, 329
543, 327
541, 325
538, 323
534, 321
530, 318
525, 315
518, 310
512, 303
508, 296
503, 289
500, 284
499, 281
500, 280
502, 280
502, 280
501, 280
501, 280
500, 281
499, 281
500, 281
501, 282
501, 282
501, 282
502, 282
501, 281
500, 281
498, 280
497, 280
495, 279
493, 278
492, 278
492, 278
491, 277
488, 275
486, 274
483, 271
481, 270
478, 269
473, 268
466, 266
461, 263
455, 261
451, 257
444, 253
435, 250
428, 247
421, 245
414, 243
408, 241
403, 239
397, 238
392, 236
389, 233
389, 230
390, 225
390, 223
389, 221
388, 220
386, 217
384, 212
380, 208
377, 202
373, 197
370, 191
366, 183
364, 176
363, 170
363, 164
365, 157
368, 149
370, 134
371, 124
370, 119
369, 115
369, 111
371, 106
374, 101
376, 95
378, 91
380, 90
384, 89
388, 87
391, 85
394, 81
398, 78
401, 76
403, 73
404, 72
404, 70
404, 69
403, 69
403, 68
403, 69
402, 69
402, 69
402, 69
402, 69
401, 69
401, 70
401, 70
402, 69
403, 68
404, 66
405, 65
406, 65
406, 65
406, 65
405, 65
405, 66
404, 66
404, 66
404, 66
403, 67
402, 68
402, 68
403, 67
403, 67
402, 68
402, 68
402, 68
401, 70
400, 72
400, 73
400, 73
400, 73
401, 73
402, 71
402, 71
403, 71
404, 73
403, 76
403, 77
402, 79
401, 81
400, 83
400, 82
400, 81
400, 80
401, 78
402, 76
403, 73
404, 70
404, 68
405, 68
405, 68
405, 68
405, 69
404, 70
404, 71
403, 70
403, 69
403, 68
403, 67
404, 68
404, 68
403, 68
403, 68
403, 68
403, 69
402, 69
402, 69
402, 69
401, 69
401, 69
400, 69
400, 71
400, 71
399, 71
399, 69
399, 67
399, 66
399, 66
398, 66
398, 66
399, 66
399, 65
399, 65
399, 65
398, 64
398, 63
397, 63
397, 63
397, 63
397, 63
397, 63
397, 63
397, 63
396, 62
396, 62
396, 62
396, 62
395, 62
394, 62
394, 61
393, 60
393, 59
392, 59
391, 60
391, 59
391, 59
391, 59
391, 59
391, 59
391, 59
391, 59
392, 59
393, 59
392, 58
391, 58
390, 57
390, 57
389, 57
389, 58
389, 58
389, 58
388, 57
388, 56
388, 56
387, 56
386, 55
385, 53
385, 53
387, 51
387, 50
387, 50
388, 49
388, 50
389, 50
389, 50
388, 49
388, 48
387, 48
386, 47
386, 47
385, 47
385, 47
385, 47
384, 47
384, 47
386, 49
390, 51
391, 53
392, 55
392, 55
393, 56
393, 56
392, 57
391, 57
390, 56
390, 55
390, 55
389, 55
387, 56
387, 56
386, 55
386, 55
384, 55
384, 55
383, 55
383, 55
383, 55
382, 55
382, 54
382, 54
381, 54
381, 54
381, 53
380, 53
379, 52
378, 51
376, 51
372, 51
368, 50
370, 51
373, 51
377, 52
379, 51
379, 51
378, 50
378, 50
376, 48
373, 47
369, 45
365, 42
359, 39
353, 36
348, 36
339, 37
334, 37
329, 37
323, 36
318, 36
316, 35
311, 35
304, 35
298, 35
293, 36
303, 38
292, 38
294, 38
301, 38
295, 38
295, 38
291, 38
295, 39
302, 39
295, 39
294, 39
295, 39
292, 39
292, 39
292, 39
293, 39
294, 39
294, 40
297, 40
295, 39
295, 40
295, 40
295, 40
295, 40
295, 40
295, 40
294, 41
294, 41
294, 41
294, 41
294, 40
294, 41
294, 41
294, 40
294, 41
294, 40
294, 40
294, 40
294, 40
294, 40
295, 40
294, 40
294, 40
294, 40
294, 40
294, 40
294, 41
295, 40
297, 40
299, 40
300, 41
299, 42
297, 43
298, 42
301, 41
302, 41
302, 41
301, 41
301, 41
298, 42
296, 44
295, 44
294, 45
294, 45
294, 45
294, 45
296, 44
296, 44
295, 43
293, 44
296, 44
297, 43
297, 43
296, 43
294, 42
291, 41
288, 39
285, 38
284, 38
283, 37
282, 37
283, 37
283, 37
285, 37
285, 36
285, 37
285, 37
284, 37
283, 38
282, 38
282, 38
283, 37
283, 37
283, 36
283, 36
282, 36
280, 37
279, 37
278, 37
277, 37
277, 36
277, 36
277, 36
276, 36
275, 36
275, 36
274, 36
273, 36
274, 37
274, 37
274, 36
274, 36
273, 36
272, 37
271, 37
271, 38
271, 39
271, 38
271, 37
271, 37
272, 37
272, 37
272, 36
272, 36
272, 37
271, 37
271, 38
271, 38
271, 37
272, 37
272, 37
272, 37
272, 37
271, 38
271, 38
271, 38
271, 39
271, 38
273, 40
277, 41
283, 41
289, 43
292, 44
292, 45
294, 45
295, 47
295, 48
296, 49
294, 51
293, 52
294, 54
294, 55
295, 58
294, 60
293, 62
292, 65
282, 87
282, 92
296, 72
280, 99
281, 101
281, 106
279, 114
278, 121
277, 127
275, 131
273, 133
270, 138
270, 138
271, 139
272, 140
274, 140
275, 141
275, 141
275, 140
276, 141
276, 141
277, 141
278, 142
277, 142
277, 142
277, 142
277, 142
277, 142
277, 142
277, 142
277, 143
277, 144
277, 144
278, 145
278, 145
277, 145
277, 145
277, 146
277, 146
276, 145
277, 145
277, 144
276, 140
277, 138
277, 135
278, 133
279, 134
281, 135
284, 135
286, 136
289, 136
293, 136
296, 135
300, 131
302, 128
304, 126
304, 126
301, 125
301, 124
303, 122
304, 120
307, 119
312, 118
315, 118
318, 117
324, 115
328, 114
332, 112
333, 109
332, 106
330, 106
329, 106
327, 108
327, 108
327, 108
326, 109
326, 110
327, 110
327, 111
327, 112
328, 112
329, 112
329, 113
330, 113
330, 113
331, 114
331, 114
332, 114
332, 115
332, 116
332, 116
332, 117
333, 117
333, 117
333, 117
333, 117
333, 117
333, 118
333, 118
333, 118
333, 118
333, 117
332, 117
331, 117
331, 116
330, 115
330, 114
330, 113
331, 113
331, 112
331, 112
330, 113
330, 113
329, 113
330, 112
330, 112
329, 112
329, 111
329, 111
329, 111
329, 110
330, 110
330, 110
329, 110
329, 110
330, 110
330, 110
330, 110
330, 110
331, 110
331, 110
331, 110
331, 110
331, 110
331, 110
331, 110
330, 110
330, 110
330, 110
330, 110
330, 110
329, 110
329, 110
328, 111
328, 111
327, 111
325, 111
325, 111
325, 111
324, 111
324, 110
324, 111
325, 110
324, 110
323, 110
322, 110
321, 109
322, 107
323, 105
323, 104
323, 104
323, 105
323, 105
323, 105
323, 106
322, 107
322, 107
323, 107
323, 107
324, 107
324, 108
324, 109
324, 109
324, 109
325, 109
324, 109
324, 109
325, 109
325, 109
325, 109
324, 110
324, 110
324, 110
324, 110
324, 109
323, 109
323, 109
324, 109
324, 108
325, 108
325, 109
324, 109
324, 110
324, 110
323, 110
323, 110
323, 110
323, 110
324, 110
324, 110
324, 110
324, 110
324, 110
324, 110
324, 110
324, 110
324, 109
324, 109
325, 108
325, 107
325, 106
325, 104
324, 102
323, 101
323, 99
322, 100
321, 100
321, 101
320, 101
318, 103
317, 103
317, 101
317, 101
317, 100
317, 100
317, 100
317, 99
317, 99
317, 99
317, 99
317, 98
316, 97
316, 95
315, 94
314, 93
314, 91
315, 89
315, 87
314, 86
314, 84
313, 84
311, 84
309, 87
306, 87
303, 83
301, 81
300, 79
300, 81
299, 79
300, 81
300, 83
300, 83
301, 84
300, 84
301, 85
302, 85
302, 82
304, 84
306, 84
306, 84
306, 84
306, 84
306, 83
307, 82
307, 82
307, 82
307, 82
307, 83
307, 83
307, 83
307, 83
308, 82
308, 82
308, 81
309, 81
309, 83
309, 84
309, 84
309, 85
309, 85
309, 85
309, 86
308, 86
308, 86
308, 87
308, 86
308, 86
308, 85
308, 85
308, 85
308, 85
309, 85
310, 84
311, 84
311, 83
311, 84
311, 85
312, 85
312, 84
311, 85
311, 85
311, 85
311, 85
310, 85
310, 85
310, 85
310, 85
310, 85
310, 86
311, 85
311, 85
311, 85
312, 85
312, 85
312, 84
312, 84
312, 85
312, 85
313, 85
314, 86
315, 85
315, 85
313, 87
312, 89
310, 90
309, 90
307, 91
306, 92
304, 93
302, 94
298, 92
294, 94
293, 96
293, 97
293, 97
293, 100
294, 98
295, 101
295, 102
295, 100
296, 99
297, 100
299, 101
301, 101
304, 98
304, 99
305, 100
306, 100
306, 101
307, 102
307, 103
307, 104
307, 106
308, 107
308, 108
308, 109
309, 109
309, 109
309, 109
309, 109
310, 109
310, 109
311, 109
310, 110
310, 110
311, 110
313, 111
315, 111
316, 111
316, 112
316, 113
316, 112
316, 112
316, 112
315, 113
314, 113
312, 112
310, 111
309, 111
306, 110
305, 110
303, 109
302, 108
301, 108
299, 108
298, 108
297, 107
295, 108
295, 108
295, 107
295, 107
295, 107
295, 107
294, 106
295, 104
296, 102
297, 99
298, 97
299, 96
300, 95
299, 96
299, 96
298, 96
297, 98
297, 97
297, 99
296, 100
296, 100
296, 100
296, 100
297, 99
297, 100
297, 100
297, 100
298, 100
298, 99
299, 98
299, 97
300, 96
301, 95
301, 95
301, 96
301, 97
301, 98
301, 98
301, 98
301, 98
302, 97
301, 99
300, 99
300, 99
300, 99
300, 99
300, 99
301, 98
301, 98
301, 98
301, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
302, 98
301, 98
301, 98
301, 98
301, 98
301, 97
301, 97
302, 97
302, 96
302, 96
303, 95
302, 97
302, 98
301, 98
300, 99
299, 100
299, 100
299, 100
298, 100
298, 101
298, 101
297, 101
297, 101
296, 102
296, 101
297, 101
297, 101
297, 101
297, 100
298, 100
298, 100
299, 100
299, 100
299, 100
297, 101
296, 101
295, 100
295, 101
295, 102
295, 102
295, 102
295, 103
294, 104
291, 104
287, 101
286, 104
285, 105
285, 105
286, 104
289, 105
291, 107
294, 109
296, 111
297, 113
298, 115
299, 119
300, 121
299, 123
301, 128
303, 132
305, 137
309, 143
316, 151
323, 157
331, 161
340, 166
347, 171
353, 179
359, 185
364, 192
370, 199
376, 205
384, 209
391, 212
396, 214
402, 216
406, 220
410, 224
417, 228
426, 232
433, 234
440, 235
446, 235
452, 234
458, 232
465, 231
474, 231
481, 229
490, 227
492, 226
494, 225
496, 223
497, 221
499, 219
500, 218
503, 216
507, 215
510, 214
514, 211
522, 204
529, 196
534, 189
540, 180
545, 171
549, 164
553, 162
555, 163
558, 164
562, 162
564, 160
566, 158
566, 155
565, 153
566, 152
567, 154
567, 154
567, 154
566, 154
565, 154
564, 155
564, 155
563, 155
563, 156
563, 156
563, 157
563, 156
563, 155
563, 155
563, 155
563, 155
562, 154
562, 154
563, 153
563, 152
563, 152
562, 151
563, 151
562, 150
562, 150
562, 149
562, 149
562, 149
562, 148
562, 148
562, 147
562, 147
562, 147
562, 147
562, 147
562, 147
562, 147
562, 147
562, 147
562, 147
562, 148
563, 147
563, 148
563, 148
563, 148
563, 149
563, 149
564, 150
565, 150
565, 149
566, 148
566, 148
566, 146
566, 145
566, 144
565, 144
565, 143
564, 144
563, 144
562, 143
562, 144
561, 144
560, 145
560, 146
560, 146
560, 146
561, 147
561, 147
561, 147
561, 147
561, 147
561, 146
561, 146
561, 147
561, 147
561, 146
561, 146
560, 146
561, 146
561, 146
561, 146
562, 146
562, 146
562, 145
561, 144
560, 144
560, 144
560, 143
560, 143
560, 142
560, 142
560, 142
559, 142
559, 142
559, 142
559, 142
559, 142
559, 142
560, 142
560, 142
560, 142
560, 142
560, 142
560, 141
560, 141
560, 141
560, 142
560, 142
560, 142
560, 142
560, 142
560, 142
560, 142
559, 142
559, 142
558, 142
557, 142
557, 142
557, 143
557, 143
557, 144
558, 144
558, 143
558, 143
558, 144
558, 144
558, 143
558, 143
558, 143
558, 143
558, 143
559, 144
561, 146
563, 146
565, 147
565, 149
566, 151
568, 151
569, 152
569, 152
570, 152
569, 152
569, 151
568, 152
567, 152
567, 152
566, 152
565, 152
564, 152
564, 152
563, 151
563, 151
563, 151
562, 151
562, 151
562, 151
561, 151
561, 152
561, 152
561, 152
561, 152
561, 151
562, 151
562, 151
562, 151
562, 150
562, 150
562, 151
562, 151
563, 151
562, 151
561, 150
561, 149
561, 149
560, 149
560, 149
560, 149
559, 149
559, 149
559, 150
559, 150
558, 150
558, 151
557, 150
557, 150
557, 150
556, 150
556, 150
556, 149
556, 149
555, 149
555, 149
555, 148
555, 149
554, 149
555, 149
555, 149
555, 149
555, 149
555, 149
556, 149
556, 149
556, 149
556, 150
556, 150
557, 150
556, 150
556, 150
556, 150
556, 149
556, 149
557, 148
557, 148
557, 147
557, 147
557, 148
557, 148
557, 148
557, 148
557, 148
557, 148
556, 148
556, 148
556, 148
556, 148
556, 147
556, 148
556, 149
556, 148
556, 148
557, 149
557, 149
557, 149
558, 149
558, 148
558, 148
558, 148
558, 148
558, 148
558, 148
558, 148
557, 148
557, 148
557, 148
557, 148
557, 148
558, 148
558, 148
558, 148
558, 148
558, 146
559, 148
560, 149
560, 150
562, 149
564, 149
565, 149
566, 150
567, 150
567, 148
567, 147
566, 146
564, 145
564, 145
563, 145
562, 145
562, 146
561, 147
560, 146
560, 146
559, 146
560, 147
559, 148
558, 148
558, 149
557, 148
557, 148
557, 147
556, 146
556, 146
556, 147
556, 147
556, 147
556, 147
555, 146
555, 146
555, 147
555, 147
556, 147
556, 147
556, 148
556, 148
556, 148
556, 148
556, 148
557, 148
557, 148
557, 149
557, 149
557, 149
557, 149
557, 149
556, 149
555, 149
555, 148
555, 148
554, 147
555, 148
555, 148
555, 148
555, 149
556, 149
557, 150
557, 150
558, 151
558, 150
559, 150
559, 151
561, 151
563, 151
563, 152
564, 153
564, 153
564, 153
564, 154
564, 153
564, 153
564, 153
564, 153
564, 153
563, 153
563, 153
562, 154
561, 154
561, 154
561, 154
560, 154
559, 154
559, 153
559, 153
559, 152
559, 152
558, 151
558, 151
558, 152
558, 151
558, 151
558, 151
558, 151
557, 151
557, 151
557, 151
557, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
556, 151
557, 151
557, 151
557, 151
557, 150
556, 150
556, 150
555, 150
554, 149
553, 149
552, 149
551, 148
551, 148
553, 148
555, 148
555, 146
557, 146
558, 147
560, 146
562, 147
563, 148
565, 148
567, 146
568, 146
569, 147
568, 148
567, 149
565, 149
563, 147
565, 147
567, 148
567, 148
567, 148
567, 147
566, 147
566, 147
566, 146
565, 145
565, 145
565, 145
564, 145
564, 145
563, 145
563, 145
562, 146
562, 145
562, 145
563, 145
563, 145
563, 145
563, 145
563, 146
563, 146
563, 146
563, 146
