x, y
369, 60
370, 60
370, 60
370, 60
370, 60
369, 60
369, 60
369, 60
369, 60
369, 60
369, 60
369, 60
369, 61
369, 61
369, 61
369, 61
369, 61
368, 61
368, 61
368, 61
368, 61
369, 61
370, 61
370, 61
370, 62
370, 62
370, 62
371, 62
371, 61
370, 62
370, 62
370, 62
370, 62
370, 61
371, 61
371, 61
371, 61
370, 62
370, 62
371, 62
371, 61
372, 61
372, 60
372, 60
372, 59
372, 58
372, 57
372, 56
372, 55
374, 54
376, 53
377, 52
379, 52
379, 52
380, 51
381, 51
380, 52
378, 53
375, 54
373, 53
375, 52
377, 51
378, 51
378, 52
378, 52
379, 51
379, 50
380, 49
381, 49
382, 49
383, 49
383, 49
383, 49
382, 50
382, 50
383, 49
382, 48
382, 48
381, 48
380, 50
379, 50
378, 50
378, 49
377, 48
377, 48
376, 49
375, 51
374, 52
375, 52
376, 51
376, 50
376, 50
376, 50
375, 51
375, 51
375, 50
375, 50
375, 49
375, 50
375, 51
374, 51
374, 51
374, 51
373, 53
370, 56
367, 59
365, 61
364, 64
364, 68
361, 70
358, 70
357, 67
356, 68
354, 71
354, 73
353, 74
353, 75
352, 75
352, 76
352, 76
352, 76
352, 76
352, 76
352, 77
351, 77
351, 77
351, 77
351, 77
351, 77
351, 77
351, 77
351, 77
352, 77
352, 78
352, 77
351, 77
351, 77
351, 76
350, 76
350, 75
350, 75
350, 75
349, 74
349, 75
349, 75
349, 75
348, 76
347, 76
345, 75
344, 74
344, 74
343, 74
343, 74
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
343, 75
345, 76
346, 76
348, 76
349, 76
351, 76
351, 75
351, 75
352, 76
353, 76
352, 76
352, 77
351, 78
351, 79
351, 79
351, 79
350, 78
349, 78
349, 78
349, 78
349, 78
349, 78
349, 78
348, 78
348, 76
350, 74
351, 72
353, 69
354, 67
355, 67
356, 67
356, 69
355, 70
355, 73
354, 75
354, 75
354, 76
354, 77
353, 77
353, 77
353, 77
353, 77
354, 77
354, 77
355, 76
355, 76
356, 75
356, 75
357, 74
358, 74
358, 73
359, 73
359, 72
359, 72
360, 72
360, 73
359, 73
358, 74
358, 74
357, 74
357, 73
357, 73
357, 73
357, 73
357, 73
357, 73
357, 73
357, 73
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
357, 72
356, 74
356, 74
355, 74
355, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
353, 75
353, 75
353, 75
353, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 74
354, 75
354, 76
354, 76
354, 77
353, 77
353, 77
353, 78
352, 78
352, 78
352, 78
353, 77
353, 77
354, 77
354, 76
354, 77
354, 76
355, 76
354, 76
354, 76
354, 76
354, 76
355, 76
355, 76
355, 76
355, 75
357, 73
357, 72
358, 71
358, 71
359, 70
359, 69
359, 70
360, 69
359, 69
359, 69
359, 70
359, 69
358, 70
358, 70
357, 72
356, 74
356, 75
355, 75
355, 75
354, 75
355, 75
355, 74
355, 75
355, 75
355, 76
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 75
355, 77
355, 78
354, 78
353, 78
353, 78
353, 78
353, 78
353, 78
353, 78
353, 78
353, 78
353, 78
353, 78
354, 78
353, 78
353, 78
354, 78
354, 77
354, 78
354, 78
353, 78
353, 77
353, 77
353, 77
354, 78
353, 77
354, 78
353, 78
353, 78
353, 77
354, 78
353, 78
354, 79
354, 80
354, 80
353, 79
353, 79
354, 78
354, 79
354, 79
354, 79
353, 80
353, 80
353, 80
352, 80
353, 80
353, 80
353, 80
353, 80
353, 80
353, 81
352, 81
352, 81
352, 81
352, 81
353, 81
353, 80
353, 80
353, 79
353, 79
353, 79
353, 80
353, 80
353, 80
353, 79
353, 79
353, 80
354, 79
354, 78
354, 76
354, 75
355, 73
356, 72
356, 73
356, 73
356, 73
357, 73
358, 73
358, 73
359, 72
360, 72
360, 72
360, 72
359, 73
359, 73
358, 73
359, 74
359, 74
358, 74
357, 74
357, 75
357, 76
357, 76
357, 76
357, 75
357, 75
357, 75
357, 74
357, 74
357, 75
357, 75
357, 75
356, 74
356, 74
357, 74
357, 74
357, 74
357, 74
357, 74
358, 75
358, 75
358, 75
358, 75
358, 74
358, 74
359, 74
359, 74
359, 74
358, 74
358, 75
358, 75
357, 76
356, 77
356, 77
356, 77
356, 77
357, 76
357, 76
356, 76
356, 76
356, 77
356, 77
355, 77
356, 77
356, 77
356, 77
357, 76
358, 75
359, 73
361, 72
361, 72
361, 71
361, 72
360, 72
358, 74
357, 75
357, 77
356, 77
356, 77
356, 77
356, 77
356, 77
356, 77
356, 77
356, 76
357, 75
357, 75
357, 75
357, 75
357, 75
357, 75
358, 75
358, 75
359, 74
360, 73
360, 73
361, 72
362, 72
363, 70
362, 70
363, 68
362, 67
362, 66
363, 64
365, 63
365, 64
365, 64
366, 64
365, 65
365, 65
365, 66
364, 66
364, 66
364, 66
364, 66
363, 67
362, 69
360, 70
359, 70
358, 71
357, 72
356, 73
355, 74
354, 74
353, 75
353, 76
353, 76
354, 78
353, 80
353, 80
353, 81
353, 81
354, 81
354, 80
354, 78
354, 76
354, 73
354, 69
354, 67
354, 66
354, 67
354, 68
354, 69
354, 70
354, 70
354, 71
354, 71
354, 71
354, 70
354, 69
353, 68
353, 67
352, 66
352, 66
352, 67
353, 67
353, 68
353, 70
353, 73
353, 74
352, 74
353, 75
353, 75
353, 74
353, 74
353, 75
353, 75
353, 76
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 75
353, 76
353, 76
353, 76
353, 76
352, 77
352, 77
352, 78
351, 78
352, 78
353, 76
354, 75
354, 74
355, 73
355, 73
356, 73
355, 74
355, 74
355, 74
356, 73
356, 73
357, 72
358, 72
358, 72
358, 72
358, 72
358, 71
357, 72
356, 73
356, 72
355, 72
355, 72
355, 72
355, 73
355, 73
354, 72
354, 73
354, 72
354, 73
353, 74
353, 74
353, 73
352, 73
352, 73
352, 73
353, 74
353, 73
353, 72
353, 73
352, 73
351, 74
351, 75
351, 75
350, 75
350, 76
351, 76
350, 75
351, 75
351, 75
352, 75
351, 75
351, 76
351, 76
350, 76
351, 76
350, 76
351, 76
351, 76
351, 76
351, 75
351, 76
351, 77
351, 77
350, 77
351, 77
351, 77
351, 78
350, 78
350, 78
350, 78
350, 78
350, 79
350, 79
348, 79
349, 80
349, 80
348, 81
348, 80
347, 81
347, 81
348, 81
348, 82
348, 82
347, 82
346, 83
347, 82
347, 82
346, 84
346, 83
346, 83
346, 83
347, 83
348, 81
348, 81
348, 81
347, 82
348, 82
348, 82
349, 82
348, 83
348, 83
348, 83
347, 82
348, 82
347, 83
347, 84
347, 84
347, 82
348, 82
348, 83
347, 83
348, 83
347, 83
348, 82
348, 82
348, 81
349, 81
349, 81
349, 81
348, 82
348, 83
347, 82
348, 80
349, 81
349, 80
349, 80
350, 79
350, 79
350, 80
349, 80
350, 80
350, 79
349, 80
349, 80
350, 79
350, 78
349, 79
349, 79
350, 78
350, 78
350, 79
349, 80
349, 82
348, 83
347, 83
348, 82
348, 82
348, 81
349, 80
349, 80
349, 80
350, 80
350, 80
350, 79
350, 79
349, 80
349, 81
349, 82
348, 82
348, 82
349, 81
349, 80
349, 81
350, 80
350, 79
350, 79
350, 79
350, 80
349, 80
349, 80
349, 79
350, 79
349, 80
350, 78
350, 78
350, 79
349, 79
349, 80
349, 81
349, 81
348, 81
348, 82
349, 80
349, 80
349, 80
351, 79
350, 78
350, 78
350, 79
350, 78
351, 78
351, 78
350, 78
350, 80
350, 81
349, 81
349, 81
349, 81
349, 81
350, 80
351, 79
350, 79
350, 79
351, 78
351, 78
351, 78
352, 78
351, 78
351, 79
351, 79
351, 79
350, 79
350, 79
350, 80
349, 81
349, 81
349, 81
349, 80
350, 80
350, 80
350, 79
350, 78
350, 79
349, 78
350, 78
351, 78
350, 78
350, 79
350, 78
350, 76
350, 77
351, 76
352, 76
352, 75
352, 74
352, 74
352, 73
352, 74
352, 73
353, 72
352, 71
352, 70
352, 71
351, 71
349, 70
348, 70
349, 73
349, 75
349, 77
349, 78
349, 80
349, 81
349, 81
349, 81
349, 81
349, 81
349, 81
349, 80
349, 80
350, 81
350, 81
350, 81
350, 80
349, 81
349, 81
350, 81
350, 81
349, 80
349, 80
349, 79
348, 78
348, 78
347, 77
346, 77
344, 76
344, 75
343, 74
343, 74
343, 73
344, 73
344, 73
344, 73
345, 74
345, 75
347, 76
348, 78
347, 78
347, 79
347, 80
346, 78
344, 77
345, 76
346, 75
348, 74
348, 73
348, 73
349, 74
349, 73
350, 73
350, 72
350, 71
351, 72
351, 71
350, 71
350, 72
350, 72
350, 73
351, 73
351, 73
350, 73
351, 74
353, 74
353, 72
355, 71
354, 70
354, 69
352, 70
353, 71
354, 72
354, 73
354, 74
352, 76
352, 78
353, 79
354, 78
354, 77
355, 76
355, 76
355, 75
355, 74
356, 73
356, 72
356, 73
356, 73
356, 74
356, 74
356, 75
356, 77
356, 77
356, 79
358, 81
360, 83
361, 86
361, 88
360, 87
358, 87
356, 87
355, 86
353, 86
352, 84
351, 82
351, 81
350, 80
350, 81
350, 82
350, 84
350, 85
350, 85
350, 88
351, 89
352, 91
352, 94
352, 95
352, 96
352, 97
353, 98
353, 98
352, 97
352, 96
352, 96
352, 96
353, 96
352, 96
353, 96
353, 96
352, 96
353, 96
353, 96
352, 96
352, 96
349, 93
349, 93
350, 94
352, 95
352, 96
352, 96
352, 96
352, 96
352, 96
353, 96
352, 96
352, 96
352, 96
353, 96
352, 96
352, 96
352, 96
352, 96
353, 97
353, 98
354, 98
354, 97
354, 97
353, 96
352, 95
353, 95
352, 95
353, 96
353, 96
354, 97
355, 99
356, 101
356, 103
357, 103
358, 104
358, 105
357, 104
357, 104
357, 103
357, 102
356, 101
355, 99
355, 98
354, 96
354, 95
354, 94
354, 93
355, 92
355, 92
356, 93
356, 94
356, 94
355, 93
355, 93
356, 93
356, 93
356, 92
356, 93
355, 92
355, 93
355, 93
355, 94
356, 95
355, 94
355, 94
355, 94
356, 94
356, 94
356, 94
355, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
355, 94
355, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
355, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 94
356, 95
355, 94
353, 92
352, 92
352, 92
352, 92
352, 93
352, 93
352, 93
354, 94
352, 94
353, 95
351, 94
351, 95
350, 95
350, 95
349, 95
349, 95
349, 95
348, 95
347, 95
346, 94
345, 94
345, 94
344, 94
343, 94
344, 94
343, 95
343, 95
343, 95
342, 96
341, 96
341, 96
338, 95
337, 95
337, 94
336, 93
335, 92
335, 91
335, 90
335, 91
336, 91
336, 90
336, 91
336, 91
337, 91
336, 92
336, 93
338, 95
338, 96
340, 97
340, 98
341, 98
341, 98
341, 98
341, 97
341, 97
340, 97
339, 97
341, 97
340, 97
340, 97
340, 97
340, 97
340, 97
340, 97
340, 96
340, 96
340, 96
340, 96
338, 96
340, 96
339, 97
340, 97
340, 97
340, 98
340, 98
340, 99
339, 101
339, 103
339, 104
338, 105
338, 105
337, 105
338, 105
337, 105
337, 104
335, 104
336, 102
336, 101
337, 101
337, 101
337, 101
337, 101
337, 101
336, 102
336, 102
337, 102
337, 102
338, 101
340, 100
341, 98
343, 97
345, 97
345, 95
347, 94
349, 93
354, 93
355, 92
357, 91
358, 90
358, 90
358, 91
358, 90
359, 90
359, 89
358, 88
358, 87
358, 87
358, 86
358, 85
358, 85
357, 84
357, 85
357, 86
358, 86
357, 86
357, 85
357, 85
357, 85
358, 88
358, 88
358, 88
358, 89
358, 89
358, 89
358, 90
358, 90
358, 90
358, 89
358, 89
358, 89
358, 89
358, 90
358, 91
358, 91
358, 91
358, 91
357, 91
357, 91
357, 91
357, 90
357, 90
357, 90
358, 90
357, 90
358, 91
357, 91
357, 91
357, 91
357, 90
357, 90
357, 90
357, 90
357, 90
357, 90
358, 92
358, 93
358, 92
357, 92
357, 91
357, 91
357, 92
357, 93
357, 93
357, 93
357, 94
357, 94
357, 95
357, 95
357, 97
357, 98
357, 99
357, 99
357, 99
357, 99
357, 98
357, 98
357, 98
357, 98
357, 98
357, 99
357, 99
357, 98
357, 97
357, 96
356, 95
356, 94
356, 94
356, 95
356, 93
355, 90
355, 86
356, 84
355, 82
353, 76
353, 74
353, 74
352, 73
353, 73
353, 74
354, 75
354, 75
354, 76
354, 77
355, 79
355, 80
355, 81
356, 83
357, 84
358, 84
358, 85
359, 85
359, 85
358, 86
358, 87
358, 87
358, 88
358, 88
358, 89
358, 89
358, 89
358, 89
358, 89
358, 88
358, 87
358, 87
358, 88
358, 88
358, 89
358, 89
358, 89
358, 89
358, 89
358, 90
357, 90
358, 89
358, 89
358, 89
358, 89
357, 89
357, 90
357, 91
357, 92
357, 92
357, 92
357, 94
358, 91
358, 89
358, 86
358, 84
359, 81
359, 78
359, 78
358, 77
358, 77
358, 77
358, 78
358, 80
358, 81
358, 81
358, 81
358, 81
358, 82
358, 82
358, 82
358, 81
358, 82
358, 82
358, 82
358, 82
358, 82
359, 81
358, 81
359, 81
359, 80
360, 79
361, 78
363, 76
365, 74
368, 73
371, 72
374, 71
376, 70
378, 69
379, 68
378, 68
376, 68
375, 70
376, 72
376, 73
377, 74
375, 72
374, 72
372, 72
372, 71
372, 71
372, 71
371, 71
371, 71
372, 71
371, 71
371, 71
371, 71
371, 71
371, 71
371, 71
371, 70
371, 69
372, 70
371, 71
370, 73
370, 73
370, 74
370, 75
369, 77
369, 79
368, 81
368, 82
368, 83
369, 84
368, 84
368, 85
368, 85
367, 85
367, 85
367, 85
366, 85
366, 85
367, 85
367, 84
367, 84
367, 85
367, 84
367, 84
367, 84
367, 84
367, 84
367, 84
367, 84
367, 85
367, 84
367, 84
367, 84
367, 84
367, 84
367, 85
369, 87
371, 90
375, 94
378, 100
381, 106
382, 110
384, 114
386, 119
389, 125
391, 130
395, 141
397, 147
399, 151
401, 155
403, 158
405, 160
406, 160
407, 161
405, 160
404, 159
403, 158
403, 158
402, 158
402, 158
402, 158
401, 157
400, 157
399, 155
398, 153
397, 152
396, 151
396, 150
396, 150
396, 150
395, 149
395, 148
394, 147
393, 145
394, 145
394, 143
394, 143
393, 142
393, 141
392, 140
391, 138
390, 135
389, 134
388, 132
387, 131
386, 129
386, 127
388, 126
388, 125
389, 123
390, 122
390, 122
390, 121
390, 121
390, 121
389, 121
390, 121
390, 121
390, 120
390, 120
390, 119
390, 119
390, 119
391, 119
391, 118
390, 118
390, 117
392, 116
392, 115
392, 115
392, 114
392, 113
392, 113
394, 113
394, 113
395, 112
395, 111
395, 109
396, 106
394, 104
394, 102
396, 98
397, 94
397, 92
398, 93
397, 93
395, 93
394, 91
394, 88
394, 86
394, 84
396, 82
397, 81
399, 79
401, 77
404, 74
406, 71
408, 70
408, 70
409, 70
409, 70
409, 71
409, 71
408, 72
409, 71
408, 72
409, 71
408, 71
404, 75
406, 73
406, 74
403, 76
406, 74
406, 74
403, 76
401, 79
401, 79
397, 82
395, 84
393, 86
391, 88
389, 91
387, 94
386, 95
385, 96
384, 97
383, 97
384, 97
383, 98
382, 98
382, 99
381, 99
381, 99
381, 99
381, 99
381, 98
381, 98
381, 99
381, 99
382, 99
382, 98
383, 98
383, 98
383, 99
383, 99
382, 100
381, 100
380, 100
378, 100
377, 99
377, 99
377, 97
378, 97
377, 98
377, 97
377, 96
378, 94
377, 90
377, 87
377, 84
378, 82
379, 80
380, 80
381, 81
381, 81
380, 83
379, 84
378, 85
378, 86
377, 88
378, 89
378, 90
377, 91
376, 95
376, 97
376, 98
377, 98
377, 98
377, 98
377, 98
377, 94
377, 94
378, 95
379, 94
379, 92
380, 91
382, 90
384, 88
387, 86
390, 85
392, 84
394, 83
395, 83
394, 83
395, 82
396, 79
397, 75
397, 72
398, 71
398, 71
399, 71
400, 72
400, 72
399, 72
399, 72
399, 72
399, 72
399, 72
399, 73
400, 72
400, 72
397, 75
394, 79
393, 80
393, 82
392, 83
391, 84
390, 84
389, 84
389, 82
387, 81
386, 80
385, 79
384, 78
383, 76
383, 72
382, 69
381, 64
376, 63
371, 61
369, 59
365, 56
361, 53
361, 51
358, 49
354, 47
350, 45
344, 42
340, 41
335, 41
330, 40
327, 41
321, 39
318, 39
316, 38
315, 38
315, 38
314, 39
314, 39
314, 40
313, 40
313, 40
313, 40
313, 40
314, 40
314, 40
314, 40
314, 40
313, 40
314, 40
314, 40
312, 40
312, 40
311, 40
311, 41
311, 41
311, 41
311, 42
311, 42
311, 42
311, 42
311, 42
311, 42
311, 42
308, 42
308, 43
306, 44
304, 45
304, 45
304, 44
303, 43
299, 44
296, 46
293, 49
293, 49
293, 49
293, 48
294, 49
295, 50
297, 51
297, 52
297, 52
294, 54
293, 55
293, 55
293, 55
292, 55
291, 56
290, 56
289, 55
287, 54
287, 52
286, 51
286, 50
287, 49
287, 49
287, 49
287, 49
286, 48
287, 48
287, 48
288, 49
288, 49
290, 49
292, 49
293, 49
293, 50
294, 50
294, 50
294, 50
293, 50
294, 50
294, 50
294, 50
295, 50
296, 50
296, 51
297, 51
298, 51
298, 51
299, 51
299, 51
299, 51
301, 51
301, 51
301, 51
302, 51
302, 51
302, 51
301, 51
300, 51
301, 51
300, 50
300, 50
300, 50
300, 50
300, 50
300, 49
299, 49
299, 49
299, 49
300, 49
302, 49
302, 50
304, 50
305, 50
306, 50
307, 51
307, 52
307, 51
307, 52
308, 52
308, 52
309, 52
310, 51
310, 52
310, 51
310, 51
312, 51
312, 50
312, 50
311, 49
311, 49
311, 49
311, 50
312, 50
313, 50
314, 50
314, 49
315, 49
316, 49
317, 49
318, 49
320, 49
319, 49
319, 50
320, 50
319, 50
318, 50
319, 51
318, 51
317, 51
316, 51
315, 51
314, 51
313, 51
312, 51
312, 51
311, 51
310, 51
309, 51
307, 51
306, 50
305, 49
306, 47
307, 47
306, 46
307, 45
306, 46
307, 46
307, 46
306, 46
305, 45
304, 44
303, 42
303, 41
302, 40
302, 39
301, 39
300, 40
299, 41
299, 41
298, 41
298, 40
298, 40
298, 39
298, 39
297, 41
297, 42
298, 42
297, 42
297, 40
297, 40
298, 40
298, 38
298, 38
299, 39
299, 39
299, 39
299, 39
299, 40
298, 40
298, 39
298, 39
297, 39
297, 38
297, 38
297, 38
